Product Name,Lock Period,Call Center Price,Rate,Investor Pricing,Srp
10004.25.001,75,N/A,4.625,N/A,2.460588746
10004.25.001,75,N/A,4.75,N/A,0.747091215
10004.25.001,75,N/A,4.875,N/A,1.245039691
10004.25.001,75,N/A,4.99,N/A,1.57301208
10004.25.001,75,N/A,5.125,N/A,2.10095873
10004.25.001,75,N/A,5.25,N/A,0.754979239
10004.25.001,75,N/A,5.375,N/A,1.149077674
10004.25.001,75,N/A,5.5,N/A,1.362189759
10004.25.001,75,N/A,5.625,N/A,1.670539774
10004.25.001,75,N/A,5.75,N/A,0.574303133
10004.25.001,75,N/A,5.875,N/A,0.872497841
10004.25.001,75,N/A,5.99,N/A,1.252725549
10004.25.001,75,N/A,6.125,N/A,1.425294924
10004.30.001,15,N/A,N/A,N/A,N/A
10004.30.001,30,N/A,N/A,N/A,N/A
10004.30.001,35,N/A,N/A,N/A,N/A
10004.30.001,40,N/A,N/A,N/A,N/A
10004.30.001,45,N/A,N/A,N/A,N/A
10004.30.001,60,N/A,N/A,N/A,N/A
10004.30.001,75,N/A,N/A,N/A,N/A
10004.30.002,15,N/A,4.25,N/A,0.304698608
10004.30.002,15,N/A,4.375,N/A,0.946795476
10004.30.002,15,N/A,4.5,N/A,1.489715667
10004.30.002,15,N/A,4.625,N/A,2.00832999
10004.30.002,15,N/A,4.75,N/A,0.267937317
10004.30.002,15,N/A,4.875,N/A,0.796832773
10004.30.002,15,N/A,4.99,N/A,1.080959582
10004.30.002,15,N/A,5.125,N/A,1.487668052
10004.30.002,15,N/A,5.25,N/A,0.095717144
10004.30.002,15,N/A,5.375,N/A,0.471055909
10004.30.002,15,N/A,5.5,N/A,0.781988614
10004.30.002,15,N/A,5.625,N/A,0.865430364
10004.30.002,15,N/A,5.75,N/A,1.147803922
10004.30.002,15,N/A,5.875,N/A,1.515480392
10004.30.002,15,N/A,5.99,N/A,1.855803922
10004.30.002,15,N/A,6.125,N/A,2.050656863
10004.30.002,30,N/A,4.25,N/A,0.301698608
10004.30.002,30,N/A,4.375,N/A,0.956795476
10004.30.002,30,N/A,4.5,N/A,1.481715667
10004.30.002,30,N/A,4.625,N/A,1.99732999
10004.30.002,30,N/A,4.75,N/A,0.282937317
10004.30.002,30,N/A,4.875,N/A,0.793832773
10004.30.002,30,N/A,4.99,N/A,1.063959582
10004.30.002,30,N/A,5.125,N/A,1.490668052
10004.30.002,30,N/A,5.25,N/A,0.088717144
10004.30.002,30,N/A,5.375,N/A,0.477055909
10004.30.002,30,N/A,5.5,N/A,0.785988614
10004.30.002,30,N/A,5.625,N/A,0.868430364
10004.30.002,30,N/A,5.75,N/A,1.146803922
10004.30.002,30,N/A,5.875,N/A,1.511480392
10004.30.002,30,N/A,5.99,N/A,1.865803922
10004.30.002,30,N/A,6.125,N/A,2.057656863
10004.30.002,35,N/A,4.25,N/A,0.304698608
10004.30.002,35,N/A,4.375,N/A,0.939795476
10004.30.002,35,N/A,4.5,N/A,1.491715667
10004.30.002,35,N/A,4.625,N/A,2.00532999
10004.30.002,35,N/A,4.75,N/A,0.287937317
10004.30.002,35,N/A,4.875,N/A,0.782832773
10004.30.002,35,N/A,4.99,N/A,1.067959582
10004.30.002,35,N/A,5.125,N/A,1.485668052
10004.30.002,35,N/A,5.25,N/A,0.089717144
10004.30.002,35,N/A,5.375,N/A,0.460055909
10004.30.002,35,N/A,5.5,N/A,0.785988614
10004.30.002,35,N/A,5.625,N/A,0.856430364
10004.30.002,35,N/A,5.75,N/A,1.159803922
10004.30.002,35,N/A,5.875,N/A,1.525480392
10004.30.002,35,N/A,5.99,N/A,1.867803922
10004.30.002,35,N/A,6.125,N/A,2.061656863
10004.30.002,40,N/A,4.25,N/A,0.305698608
10004.30.002,40,N/A,4.375,N/A,0.957795476
10004.30.002,40,N/A,4.5,N/A,1.480715667
10004.30.002,40,N/A,4.625,N/A,2.00432999
10004.30.002,40,N/A,4.75,N/A,0.283937317
10004.30.002,40,N/A,4.875,N/A,0.800832773
10004.30.002,40,N/A,4.99,N/A,1.071959582
10004.30.002,40,N/A,5.125,N/A,1.487668052
10004.30.002,40,N/A,5.25,N/A,0.087717144
10004.30.002,40,N/A,5.375,N/A,0.458055909
10004.30.002,40,N/A,5.5,N/A,0.781988614
10004.30.002,40,N/A,5.625,N/A,0.848430364
10004.30.002,40,N/A,5.75,N/A,1.147803922
10004.30.002,40,N/A,5.875,N/A,1.522480392
10004.30.002,40,N/A,5.99,N/A,1.855803922
10004.30.002,40,N/A,6.125,N/A,2.056656863
10004.30.002,45,N/A,4.25,N/A,0.321698608
10004.30.002,45,N/A,4.375,N/A,0.953795476
10004.30.002,45,N/A,4.5,N/A,1.488715667
10004.30.002,45,N/A,4.625,N/A,1.99832999
10004.30.002,45,N/A,4.75,N/A,0.281937317
10004.30.002,45,N/A,4.875,N/A,0.794832773
10004.30.002,45,N/A,4.99,N/A,1.066959582
10004.30.002,45,N/A,5.125,N/A,1.496668052
10004.30.002,45,N/A,5.25,N/A,0.093717144
10004.30.002,45,N/A,5.375,N/A,0.476055909
10004.30.002,45,N/A,5.5,N/A,0.790988614
10004.30.002,45,N/A,5.625,N/A,0.859430364
10004.30.002,45,N/A,5.75,N/A,1.144803922
10004.30.002,45,N/A,5.875,N/A,1.518480392
10004.30.002,45,N/A,5.99,N/A,1.865803922
10004.30.002,45,N/A,6.125,N/A,2.056656863
10004.30.002,60,N/A,4.25,N/A,0.304698608
10004.30.002,60,N/A,4.375,N/A,0.952795476
10004.30.002,60,N/A,4.5,N/A,1.490715667
10004.30.002,60,N/A,4.625,N/A,2.00032999
10004.30.002,60,N/A,4.75,N/A,0.268937317
10004.30.002,60,N/A,4.875,N/A,0.785832773
10004.30.002,60,N/A,4.99,N/A,1.078959582
10004.30.002,60,N/A,5.125,N/A,1.481668052
10004.30.002,60,N/A,5.25,N/A,0.093717144
10004.30.002,60,N/A,5.375,N/A,0.463055909
10004.30.002,60,N/A,5.5,N/A,0.779988614
10004.30.002,60,N/A,5.625,N/A,0.867430364
10004.30.002,60,N/A,5.75,N/A,1.158803922
10004.30.002,60,N/A,5.875,N/A,1.509480392
10004.30.002,60,N/A,5.99,N/A,1.851803922
10004.30.002,60,N/A,6.125,N/A,2.060656863
10004.30.002,75,N/A,4.25,N/A,0.320698608
10004.30.002,75,N/A,4.375,N/A,0.937795476
10004.30.002,75,N/A,4.5,N/A,1.483715667
10004.30.002,75,N/A,4.625,N/A,1.99632999
10004.30.002,75,N/A,4.75,N/A,0.273937317
10004.30.002,75,N/A,4.875,N/A,0.793832773
10004.30.002,75,N/A,4.99,N/A,1.063959582
10004.30.002,75,N/A,5.125,N/A,1.488668052
10004.30.002,75,N/A,5.25,N/A,0.095717144
10004.30.002,75,N/A,5.375,N/A,0.463055909
10004.30.002,75,N/A,5.5,N/A,0.792988614
10004.30.002,75,N/A,5.625,N/A,0.865430364
10004.30.002,75,N/A,5.75,N/A,1.147803922
10004.30.002,75,N/A,5.875,N/A,1.522480392
10004.30.002,75,N/A,5.99,N/A,1.856803922
10004.30.002,75,N/A,6.125,N/A,2.062656863
10004.30.004,15,N/A,2.75,N/A,N/A
10004.30.004,15,N/A,2.875,N/A,N/A
10004.30.004,15,N/A,3,N/A,1.001718947
10004.30.004,15,N/A,3.125,N/A,1.278348421
10004.30.004,15,N/A,3.25,N/A,0.049068421
10004.30.004,15,N/A,3.375,N/A,0.457466316
10004.30.004,15,N/A,3.5,N/A,0.990087368
10004.30.004,15,N/A,3.625,N/A,1.251890526
10004.30.004,15,N/A,3.75,N/A,0.049478947
10004.30.004,15,N/A,3.875,N/A,0.446473684
10004.30.004,15,N/A,4,N/A,0.934681053
10004.30.004,15,N/A,4.125,N/A,1.170044211
10004.30.004,15,N/A,4.25,N/A,0.050173684
10004.30.004,15,N/A,4.375,N/A,0.411309474
10004.30.004,15,N/A,4.5,N/A,0.874003158
10004.30.004,15,N/A,4.625,N/A,1.080431579
10004.30.004,30,N/A,2.75,N/A,N/A
10004.30.004,30,N/A,2.875,N/A,N/A
10004.30.004,30,N/A,3,N/A,0.997718947
10004.30.004,30,N/A,3.125,N/A,1.272348421
10004.30.004,30,N/A,3.25,N/A,0.048068421
10004.30.004,30,N/A,3.375,N/A,0.446466316
10004.30.004,30,N/A,3.5,N/A,1.002087368
10004.30.004,30,N/A,3.625,N/A,1.234890526
10004.30.004,30,N/A,3.75,N/A,0.045478947
10004.30.004,30,N/A,3.875,N/A,0.445473684
10004.30.004,30,N/A,4,N/A,0.936681053
10004.30.004,30,N/A,4.125,N/A,1.172044211
10004.30.004,30,N/A,4.25,N/A,0.055173684
10004.30.004,30,N/A,4.375,N/A,0.408309474
10004.30.004,30,N/A,4.5,N/A,0.874003158
10004.30.004,30,N/A,4.625,N/A,1.091431579
10004.30.004,35,N/A,2.75,N/A,N/A
10004.30.004,35,N/A,2.875,N/A,N/A
10004.30.004,35,N/A,3,N/A,1.005718947
10004.30.004,35,N/A,3.125,N/A,1.280348421
10004.30.004,35,N/A,3.25,N/A,0.050068421
10004.30.004,35,N/A,3.375,N/A,0.463466316
10004.30.004,35,N/A,3.5,N/A,1.009087368
10004.30.004,35,N/A,3.625,N/A,1.240890526
10004.30.004,35,N/A,3.75,N/A,0.054478947
10004.30.004,35,N/A,3.875,N/A,0.433473684
10004.30.004,35,N/A,4,N/A,0.939681053
10004.30.004,35,N/A,4.125,N/A,1.171044211
10004.30.004,35,N/A,4.25,N/A,0.052173684
10004.30.004,35,N/A,4.375,N/A,0.424309474
10004.30.004,35,N/A,4.5,N/A,0.876003158
10004.30.004,35,N/A,4.625,N/A,1.091431579
10004.30.004,40,N/A,2.75,N/A,N/A
10004.30.004,40,N/A,2.875,N/A,N/A
10004.30.004,40,N/A,3,N/A,0.996718947
10004.30.004,40,N/A,3.125,N/A,1.280348421
10004.30.004,40,N/A,3.25,N/A,0.033068421
10004.30.004,40,N/A,3.375,N/A,0.460466316
10004.30.004,40,N/A,3.5,N/A,0.989087368
10004.30.004,40,N/A,3.625,N/A,1.242890526
10004.30.004,40,N/A,3.75,N/A,0.045478947
10004.30.004,40,N/A,3.875,N/A,0.437473684
10004.30.004,40,N/A,4,N/A,0.953681053
10004.30.004,40,N/A,4.125,N/A,1.167044211
10004.30.004,40,N/A,4.25,N/A,0.044173684
10004.30.004,40,N/A,4.375,N/A,0.406309474
10004.30.004,40,N/A,4.5,N/A,0.874003158
10004.30.004,40,N/A,4.625,N/A,1.090431579
10004.30.004,45,N/A,2.75,N/A,N/A
10004.30.004,45,N/A,2.875,N/A,N/A
10004.30.004,45,N/A,3,N/A,1.008718947
10004.30.004,45,N/A,3.125,N/A,1.268348421
10004.30.004,45,N/A,3.25,N/A,0.048068421
10004.30.004,45,N/A,3.375,N/A,0.463466316
10004.30.004,45,N/A,3.5,N/A,0.998087368
10004.30.004,45,N/A,3.625,N/A,1.245890526
10004.30.004,45,N/A,3.75,N/A,0.045478947
10004.30.004,45,N/A,3.875,N/A,0.435473684
10004.30.004,45,N/A,4,N/A,0.944681053
10004.30.004,45,N/A,4.125,N/A,1.175044211
10004.30.004,45,N/A,4.25,N/A,0.047173684
10004.30.004,45,N/A,4.375,N/A,0.405309474
10004.30.004,45,N/A,4.5,N/A,0.876003158
10004.30.004,45,N/A,4.625,N/A,1.077431579
10004.30.004,60,N/A,2.75,N/A,N/A
10004.30.004,60,N/A,2.875,N/A,N/A
10004.30.004,60,N/A,3,N/A,0.998718947
10004.30.004,60,N/A,3.125,N/A,1.269348421
10004.30.004,60,N/A,3.25,N/A,0.040068421
10004.30.004,60,N/A,3.375,N/A,0.460466316
10004.30.004,60,N/A,3.5,N/A,1.001087368
10004.30.004,60,N/A,3.625,N/A,1.241890526
10004.30.004,60,N/A,3.75,N/A,0.052478947
10004.30.004,60,N/A,3.875,N/A,0.437473684
10004.30.004,60,N/A,4,N/A,0.942681053
10004.30.004,60,N/A,4.125,N/A,1.161044211
10004.30.004,60,N/A,4.25,N/A,0.044173684
10004.30.004,60,N/A,4.375,N/A,0.423309474
10004.30.004,60,N/A,4.5,N/A,0.874003158
10004.30.004,60,N/A,4.625,N/A,1.080431579
10004.30.004,75,N/A,2.75,N/A,N/A
10004.30.004,75,N/A,2.875,N/A,N/A
10004.30.004,75,N/A,3,N/A,1.013718947
10004.30.004,75,N/A,3.125,N/A,1.275348421
10004.30.004,75,N/A,3.25,N/A,0.044068421
10004.30.004,75,N/A,3.375,N/A,0.464466316
10004.30.004,75,N/A,3.5,N/A,1.008087368
10004.30.004,75,N/A,3.625,N/A,1.251890526
10004.30.004,75,N/A,3.75,N/A,0.049478947
10004.30.004,75,N/A,3.875,N/A,0.432473684
10004.30.004,75,N/A,4,N/A,0.946681053
10004.30.004,75,N/A,4.125,N/A,1.176044211
10004.30.004,75,N/A,4.25,N/A,0.050173684
10004.30.004,75,N/A,4.375,N/A,0.423309474
10004.30.004,75,N/A,4.5,N/A,0.874003158
10004.30.004,75,N/A,4.625,N/A,1.094431579
10006.15.001,15,N/A,2.75,N/A,N/A
10006.15.001,15,N/A,2.875,N/A,N/A
10006.15.001,15,N/A,2.99,N/A,1.741770913
10006.15.001,15,N/A,3.125,N/A,2.135851605
10006.15.001,15,N/A,3.25,N/A,0.487190855
10006.15.001,15,N/A,3.375,N/A,1.051860001
10006.15.001,15,N/A,3.5,N/A,1.590830624
10006.15.001,15,N/A,3.625,N/A,2.101747524
10006.15.001,15,N/A,3.75,N/A,0.477151874
10006.15.001,15,N/A,3.875,N/A,1.020997289
10006.15.001,15,N/A,3.99,N/A,1.537308689
10006.15.001,15,N/A,4.125,N/A,2.028049981
10006.15.001,15,N/A,4.25,N/A,0.4636976
10006.15.001,15,N/A,4.375,N/A,0.970350162
10006.15.001,15,N/A,4.5,N/A,1.361574323
10006.15.001,15,N/A,4.625,N/A,1.827142339
10006.15.001,30,N/A,2.75,N/A,N/A
10006.15.001,30,N/A,2.875,N/A,N/A
10006.15.001,30,N/A,2.99,N/A,1.752770913
10006.15.001,30,N/A,3.125,N/A,2.143851605
10006.15.001,30,N/A,3.25,N/A,0.494190855
10006.15.001,30,N/A,3.375,N/A,1.042860001
10006.15.001,30,N/A,3.5,N/A,1.573830624
10006.15.001,30,N/A,3.625,N/A,2.118747524
10006.15.001,30,N/A,3.75,N/A,0.481151874
10006.15.001,30,N/A,3.875,N/A,1.025997289
10006.15.001,30,N/A,3.99,N/A,1.520308689
10006.15.001,30,N/A,4.125,N/A,2.028049981
10006.15.001,30,N/A,4.25,N/A,0.4556976
10006.15.001,30,N/A,4.375,N/A,0.962350162
10006.15.001,30,N/A,4.5,N/A,1.372574323
10006.15.001,30,N/A,4.625,N/A,1.823142339
10006.15.001,35,N/A,2.75,N/A,N/A
10006.15.001,35,N/A,2.875,N/A,N/A
10006.15.001,35,N/A,2.99,N/A,1.748770913
10006.15.001,35,N/A,3.125,N/A,2.142851605
10006.15.001,35,N/A,3.25,N/A,0.485190855
10006.15.001,35,N/A,3.375,N/A,1.045860001
10006.15.001,35,N/A,3.5,N/A,1.590830624
10006.15.001,35,N/A,3.625,N/A,2.112747524
10006.15.001,35,N/A,3.75,N/A,0.494151874
10006.15.001,35,N/A,3.875,N/A,1.007997289
10006.15.001,35,N/A,3.99,N/A,1.535308689
10006.15.001,35,N/A,4.125,N/A,2.024049981
10006.15.001,35,N/A,4.25,N/A,0.4726976
10006.15.001,35,N/A,4.375,N/A,0.957350162
10006.15.001,35,N/A,4.5,N/A,1.361574323
10006.15.001,35,N/A,4.625,N/A,1.825142339
10006.15.001,40,N/A,2.75,N/A,N/A
10006.15.001,40,N/A,2.875,N/A,N/A
10006.15.001,40,N/A,2.99,N/A,1.750770913
10006.15.001,40,N/A,3.125,N/A,2.130851605
10006.15.001,40,N/A,3.25,N/A,0.487190855
10006.15.001,40,N/A,3.375,N/A,1.051860001
10006.15.001,40,N/A,3.5,N/A,1.588830624
10006.15.001,40,N/A,3.625,N/A,2.098747524
10006.15.001,40,N/A,3.75,N/A,0.477151874
10006.15.001,40,N/A,3.875,N/A,1.024997289
10006.15.001,40,N/A,3.99,N/A,1.521308689
10006.15.001,40,N/A,4.125,N/A,2.018049981
10006.15.001,40,N/A,4.25,N/A,0.4686976
10006.15.001,40,N/A,4.375,N/A,0.960350162
10006.15.001,40,N/A,4.5,N/A,1.371574323
10006.15.001,40,N/A,4.625,N/A,1.829142339
10006.15.001,45,N/A,2.75,N/A,N/A
10006.15.001,45,N/A,2.875,N/A,N/A
10006.15.001,45,N/A,2.99,N/A,1.742770913
10006.15.001,45,N/A,3.125,N/A,2.144851605
10006.15.001,45,N/A,3.25,N/A,0.497190855
10006.15.001,45,N/A,3.375,N/A,1.039860001
10006.15.001,45,N/A,3.5,N/A,1.580830624
10006.15.001,45,N/A,3.625,N/A,2.117747524
10006.15.001,45,N/A,3.75,N/A,0.494151874
10006.15.001,45,N/A,3.875,N/A,1.009997289
10006.15.001,45,N/A,3.99,N/A,1.525308689
10006.15.001,45,N/A,4.125,N/A,2.037049981
10006.15.001,45,N/A,4.25,N/A,0.4726976
10006.15.001,45,N/A,4.375,N/A,0.958350162
10006.15.001,45,N/A,4.5,N/A,1.368574323
10006.15.001,45,N/A,4.625,N/A,1.838142339
10006.15.001,60,N/A,2.75,N/A,N/A
10006.15.001,60,N/A,2.875,N/A,N/A
10006.15.001,60,N/A,2.99,N/A,1.735770913
10006.15.001,60,N/A,3.125,N/A,2.133851605
10006.15.001,60,N/A,3.25,N/A,0.491190855
10006.15.001,60,N/A,3.375,N/A,1.049860001
10006.15.001,60,N/A,3.5,N/A,1.588830624
10006.15.001,60,N/A,3.625,N/A,2.099747524
10006.15.001,60,N/A,3.75,N/A,0.477151874
10006.15.001,60,N/A,3.875,N/A,1.025997289
10006.15.001,60,N/A,3.99,N/A,1.523308689
10006.15.001,60,N/A,4.125,N/A,2.022049981
10006.15.001,60,N/A,4.25,N/A,0.4676976
10006.15.001,60,N/A,4.375,N/A,0.963350162
10006.15.001,60,N/A,4.5,N/A,1.360574323
10006.15.001,60,N/A,4.625,N/A,1.837142339
10006.15.001,75,N/A,2.75,N/A,N/A
10006.15.001,75,N/A,2.875,N/A,N/A
10006.15.001,75,N/A,2.99,N/A,1.747770913
10006.15.001,75,N/A,3.125,N/A,2.130851605
10006.15.001,75,N/A,3.25,N/A,0.499190855
10006.15.001,75,N/A,3.375,N/A,1.042860001
10006.15.001,75,N/A,3.5,N/A,1.572830624
10006.15.001,75,N/A,3.625,N/A,2.107747524
10006.15.001,75,N/A,3.75,N/A,0.488151874
10006.15.001,75,N/A,3.875,N/A,1.026997289
10006.15.001,75,N/A,3.99,N/A,1.531308689
10006.15.001,75,N/A,4.125,N/A,2.030049981
10006.15.001,75,N/A,4.25,N/A,0.4696976
10006.15.001,75,N/A,4.375,N/A,0.953350162
10006.15.001,75,N/A,4.5,N/A,1.365574323
10006.15.001,75,N/A,4.625,N/A,1.833142339
10006.30.001,15,N/A,N/A,N/A,N/A
10006.30.001,30,N/A,N/A,N/A,N/A
10006.30.001,35,N/A,N/A,N/A,N/A
10006.30.001,40,N/A,N/A,N/A,N/A
10006.30.001,45,N/A,N/A,N/A,N/A
10006.30.001,60,N/A,N/A,N/A,N/A
10006.30.001,75,N/A,N/A,N/A,N/A
10006.30.002,15,N/A,4.25,N/A,0.319698608
10006.30.002,15,N/A,4.375,N/A,0.945795476
10006.30.002,15,N/A,4.5,N/A,1.494715667
10006.30.002,15,N/A,4.625,N/A,2.00332999
10006.30.002,15,N/A,4.75,N/A,0.278937317
10006.30.002,15,N/A,4.875,N/A,0.784832773
10006.30.002,15,N/A,4.99,N/A,1.079959582
10006.30.002,15,N/A,5.125,N/A,1.493668052
10006.30.002,15,N/A,5.25,N/A,0.089717144
10006.30.002,15,N/A,5.375,N/A,0.476055909
10006.30.002,15,N/A,5.5,N/A,0.789988614
10006.30.002,15,N/A,5.625,N/A,0.858430364
10006.30.002,15,N/A,5.75,N/A,1.147803922
10006.30.002,15,N/A,5.875,N/A,1.515480392
10006.30.002,15,N/A,5.99,N/A,1.863803922
10006.30.002,15,N/A,6.125,N/A,2.058656863
10006.30.002,30,N/A,4.25,N/A,0.313698608
10006.30.002,30,N/A,4.375,N/A,0.955795476
10006.30.002,30,N/A,4.5,N/A,1.493715667
10006.30.002,30,N/A,4.625,N/A,1.99632999
10006.30.002,30,N/A,4.75,N/A,0.277937317
10006.30.002,30,N/A,4.875,N/A,0.781832773
10006.30.002,30,N/A,4.99,N/A,1.063959582
10006.30.002,30,N/A,5.125,N/A,1.487668052
10006.30.002,30,N/A,5.25,N/A,0.085717144
10006.30.002,30,N/A,5.375,N/A,0.477055909
10006.30.002,30,N/A,5.5,N/A,0.781988614
10006.30.002,30,N/A,5.625,N/A,0.850430364
10006.30.002,30,N/A,5.75,N/A,1.157803922
10006.30.002,30,N/A,5.875,N/A,1.524480392
10006.30.002,30,N/A,5.99,N/A,1.850803922
10006.30.002,30,N/A,6.125,N/A,2.061656863
10006.30.002,35,N/A,4.25,N/A,0.316698608
10006.30.002,35,N/A,4.375,N/A,0.946795476
10006.30.002,35,N/A,4.5,N/A,1.475715667
10006.30.002,35,N/A,4.625,N/A,2.00932999
10006.30.002,35,N/A,4.75,N/A,0.272937317
10006.30.002,35,N/A,4.875,N/A,0.786832773
10006.30.002,35,N/A,4.99,N/A,1.064959582
10006.30.002,35,N/A,5.125,N/A,1.494668052
10006.30.002,35,N/A,5.25,N/A,0.079717144
10006.30.002,35,N/A,5.375,N/A,0.475055909
10006.30.002,35,N/A,5.5,N/A,0.790988614
10006.30.002,35,N/A,5.625,N/A,0.867430364
10006.30.002,35,N/A,5.75,N/A,1.158803922
10006.30.002,35,N/A,5.875,N/A,1.517480392
10006.30.002,35,N/A,5.99,N/A,1.853803922
10006.30.002,35,N/A,6.125,N/A,2.049656863
10006.30.002,40,N/A,4.25,N/A,0.306698608
10006.30.002,40,N/A,4.375,N/A,0.957795476
10006.30.002,40,N/A,4.5,N/A,1.495715667
10006.30.002,40,N/A,4.625,N/A,2.01332999
10006.30.002,40,N/A,4.75,N/A,0.273937317
10006.30.002,40,N/A,4.875,N/A,0.783832773
10006.30.002,40,N/A,4.99,N/A,1.065959582
10006.30.002,40,N/A,5.125,N/A,1.493668052
10006.30.002,40,N/A,5.25,N/A,0.087717144
10006.30.002,40,N/A,5.375,N/A,0.466055909
10006.30.002,40,N/A,5.5,N/A,0.779988614
10006.30.002,40,N/A,5.625,N/A,0.860430364
10006.30.002,40,N/A,5.75,N/A,1.161803922
10006.30.002,40,N/A,5.875,N/A,1.518480392
10006.30.002,40,N/A,5.99,N/A,1.870803922
10006.30.002,40,N/A,6.125,N/A,2.059656863
10006.30.002,45,N/A,4.25,N/A,0.320698608
10006.30.002,45,N/A,4.375,N/A,0.957795476
10006.30.002,45,N/A,4.5,N/A,1.490715667
10006.30.002,45,N/A,4.625,N/A,2.01132999
10006.30.002,45,N/A,4.75,N/A,0.277937317
10006.30.002,45,N/A,4.875,N/A,0.798832773
10006.30.002,45,N/A,4.99,N/A,1.069959582
10006.30.002,45,N/A,5.125,N/A,1.483668052
10006.30.002,45,N/A,5.25,N/A,0.096717144
10006.30.002,45,N/A,5.375,N/A,0.458055909
10006.30.002,45,N/A,5.5,N/A,0.777988614
10006.30.002,45,N/A,5.625,N/A,0.861430364
10006.30.002,45,N/A,5.75,N/A,1.149803922
10006.30.002,45,N/A,5.875,N/A,1.506480392
10006.30.002,45,N/A,5.99,N/A,1.864803922
10006.30.002,45,N/A,6.125,N/A,2.061656863
10006.30.002,60,N/A,4.25,N/A,0.318698608
10006.30.002,60,N/A,4.375,N/A,0.939795476
10006.30.002,60,N/A,4.5,N/A,1.492715667
10006.30.002,60,N/A,4.625,N/A,2.01132999
10006.30.002,60,N/A,4.75,N/A,0.286937317
10006.30.002,60,N/A,4.875,N/A,0.781832773
10006.30.002,60,N/A,4.99,N/A,1.070959582
10006.30.002,60,N/A,5.125,N/A,1.489668052
10006.30.002,60,N/A,5.25,N/A,0.085717144
10006.30.002,60,N/A,5.375,N/A,0.461055909
10006.30.002,60,N/A,5.5,N/A,0.783988614
10006.30.002,60,N/A,5.625,N/A,0.865430364
10006.30.002,60,N/A,5.75,N/A,1.143803922
10006.30.002,60,N/A,5.875,N/A,1.514480392
10006.30.002,60,N/A,5.99,N/A,1.867803922
10006.30.002,60,N/A,6.125,N/A,2.055656863
10006.30.002,75,N/A,4.25,N/A,0.319698608
10006.30.002,75,N/A,4.375,N/A,0.939795476
10006.30.002,75,N/A,4.5,N/A,1.495715667
10006.30.002,75,N/A,4.625,N/A,2.01232999
10006.30.002,75,N/A,4.75,N/A,0.284937317
10006.30.002,75,N/A,4.875,N/A,0.786832773
10006.30.002,75,N/A,4.99,N/A,1.076959582
10006.30.002,75,N/A,5.125,N/A,1.485668052
10006.30.002,75,N/A,5.25,N/A,0.092717144
10006.30.002,75,N/A,5.375,N/A,0.471055909
10006.30.002,75,N/A,5.5,N/A,0.777988614
10006.30.002,75,N/A,5.625,N/A,0.853430364
10006.30.002,75,N/A,5.75,N/A,1.143803922
10006.30.002,75,N/A,5.875,N/A,1.515480392
10006.30.002,75,N/A,5.99,N/A,1.858803922
10006.30.002,75,N/A,6.125,N/A,2.053656863
10007.15.001,15,N/A,3.25,N/A,0.481067433
10007.15.001,15,N/A,3.375,N/A,1.016378519
10007.15.001,15,N/A,3.5,N/A,1.550925773
10007.15.001,15,N/A,3.625,N/A,2.070237091
10007.15.001,15,N/A,3.75,N/A,0.473264225
10007.15.001,15,N/A,3.875,N/A,0.979118971
10007.15.001,15,N/A,3.99,N/A,1.488755549
10007.15.001,15,N/A,4.125,N/A,1.974903131
10007.15.001,15,N/A,4.25,N/A,0.443342085
10007.15.001,15,N/A,4.375,N/A,0.915852277
10007.15.001,15,N/A,4.5,N/A,1.307533621
10007.15.001,15,100.246,4.625,104.3151232,1.760031619
10007.15.001,15,N/A,4.75,N/A,1.080493333
10007.15.001,15,N/A,4.875,N/A,1.363638333
10007.15.001,15,N/A,4.99,N/A,1.620803333
10007.15.001,15,N/A,5.125,N/A,1.892043333
10007.15.001,30,N/A,3.25,N/A,0.482067433
10007.15.001,30,N/A,3.375,N/A,1.012378519
10007.15.001,30,N/A,3.5,N/A,1.537925773
10007.15.001,30,N/A,3.625,N/A,2.069237091
10007.15.001,30,N/A,3.75,N/A,0.474264225
10007.15.001,30,N/A,3.875,N/A,0.987118971
10007.15.001,30,N/A,3.99,N/A,1.484755549
10007.15.001,30,N/A,4.125,N/A,1.965903131
10007.15.001,30,N/A,4.25,N/A,0.434342085
10007.15.001,30,N/A,4.375,N/A,0.916852277
10007.15.001,30,N/A,4.5,N/A,1.297533621
10007.15.001,30,100.117,4.625,104.1891232,1.767031619
10007.15.001,30,N/A,4.75,N/A,1.094493333
10007.15.001,30,N/A,4.875,N/A,1.357638333
10007.15.001,30,N/A,4.99,N/A,1.617803333
10007.15.001,30,N/A,5.125,N/A,1.892043333
10007.15.001,35,N/A,3.25,N/A,0.481067433
10007.15.001,35,N/A,3.375,N/A,1.027378519
10007.15.001,35,N/A,3.5,N/A,1.547925773
10007.15.001,35,N/A,3.625,N/A,2.067237091
10007.15.001,35,N/A,3.75,N/A,0.466264225
10007.15.001,35,N/A,3.875,N/A,0.978118971
10007.15.001,35,N/A,3.99,N/A,1.480755549
10007.15.001,35,N/A,4.125,N/A,1.969903131
10007.15.001,35,N/A,4.25,N/A,0.447342085
10007.15.001,35,N/A,4.375,N/A,0.918852277
10007.15.001,35,N/A,4.5,N/A,1.315533621
10007.15.001,35,100.075,4.625,104.1481232,1.764031619
10007.15.001,35,N/A,4.75,N/A,1.078493333
10007.15.001,35,N/A,4.875,N/A,1.364638333
