Product Name,Lock Period,Call Center Price,Rate,Investor Pricing,Srp
20000.30.001,35,99.837,4.875,104.6782231,1.572550832
20000.30.001,35,100.091,4.99,105.1431438,2.033471563
20000.30.001,35,100.340,5.125,105.5199166,2.411244319
20000.30.001,35,100.448,5.25,104.7852999,1.056488047
20000.30.001,35,100.580,5.375,104.9599749,1.229163047
20000.30.001,35,100.698,5.5,105.139727,1.400915085
20000.30.001,35,100.824,5.625,105.2870392,1.551227313
20000.30.001,35,100.957,5.75,107.9772462,2.863496196
20000.30.001,35,101.578,5.875,108.024639,2.902888995
20000.30.001,35,101.835,5.99,108.0466438,2.91589375
20000.30.001,35,N/A,6.125,N/A,2.945088723
20000.30.001,40,97.412,4.25,102.8767662,1.204901159
20000.30.001,40,98.042,4.375,103.4313587,1.743493631
20000.30.001,40,98.783,4.5,103.976172,2.27530699
20000.30.001,40,99.040,4.625,104.4139441,2.716079039
20000.30.001,40,99.166,4.75,104.1887894,1.117117145
20000.30.001,40,99.798,4.875,104.6322231,1.568550832
20000.30.001,40,100.049,4.99,105.1101438,2.047471563
20000.30.001,40,100.281,5.125,105.4869166,2.417244319
20000.30.001,40,100.411,5.25,104.7392999,1.046488047
20000.30.001,40,100.543,5.375,104.9149749,1.228163047
20000.30.001,40,100.661,5.5,105.090727,1.413915085
20000.30.001,40,100.787,5.625,105.2450392,1.563227313
20000.30.001,40,100.916,5.75,107.9532462,2.858496196
20000.30.001,40,101.548,5.875,107.977639,2.888888995
20000.30.001,40,101.794,5.99,107.9866438,2.91389375
20000.30.001,40,N/A,6.125,N/A,2.934088723
20000.30.001,45,97.376,4.25,102.8467662,1.200901159
20000.30.001,45,97.993,4.375,103.3993587,1.741493631
20000.30.001,45,98.76,4.5,103.930172,2.28430699
20000.30.001,45,98.996,4.625,104.3629441,2.715079039
20000.30.001,45,99.120,4.75,104.1397894,1.124117145
20000.30.001,45,99.75,4.875,104.5962231,1.561550832
20000.30.001,45,100,4.99,105.0571438,2.032471563
20000.30.001,45,100.246,5.125,105.4329166,2.414244319
20000.30.001,45,100.385,5.25,104.6942999,1.052488047
20000.30.001,45,100.496,5.375,104.8679749,1.243163047
20000.30.001,45,100.626,5.5,105.046727,1.411915085
20000.30.001,45,100.745,5.625,105.1960392,1.550227313
20000.30.001,45,100.879,5.75,107.9122462,2.857496196
20000.30.001,45,101.504,5.875,107.925639,2.892888995
20000.30.001,45,101.743,5.99,107.9556438,2.90989375
20000.30.001,45,N/A,6.125,N/A,2.939088723
20000.30.001,60,97.245,4.25,102.7237662,1.200901159
20000.30.001,60,97.883,4.375,103.2673587,1.754493631
20000.30.001,60,98.625,4.5,103.807172,2.27030699
20000.30.001,60,98.883,4.625,104.2399441,2.712079039
20000.30.001,60,99.003,4.75,104.0197894,1.105117145
20000.30.001,60,99.630,4.875,104.4782231,1.573550832
20000.30.001,60,99.870,4.99,104.9491438,2.037471563
20000.30.001,60,100.134,5.125,105.3069166,2.415244319
20000.30.001,60,100.246,5.25,104.5732999,1.052488047
20000.30.001,60,100.374,5.375,104.7629749,1.237163047
20000.30.001,60,100.493,5.5,104.929727,1.401915085
20000.30.001,60,100.626,5.625,105.0710392,1.567227313
20000.30.001,60,100.754,5.75,107.7702462,2.870496196
20000.30.001,60,101.383,5.875,107.813639,2.902888995
20000.30.001,60,101.617,5.99,107.8246438,2.92089375
20000.30.001,60,N/A,6.125,N/A,2.944088723
20000.30.001,75,97.121,4.25,102.5927662,1.200901159
20000.30.001,75,97.749,4.375,103.1493587,1.749493631
20000.30.001,75,98.494,4.5,103.668172,2.26730699
20000.30.001,75,98.747,4.625,104.1189441,2.713079039
20000.30.001,75,98.877,4.75,103.8917894,1.107117145
20000.30.001,75,99.49,4.875,104.3512231,1.568550832
20000.30.001,75,99.755,4.99,104.8161438,2.043471563
20000.30.001,75,100,5.125,105.1809166,2.419244319
20000.30.001,75,100.119,5.25,104.4382999,1.059488047
20000.30.001,75,100.26,5.375,104.6249749,1.225163047
20000.30.001,75,100.374,5.5,104.806727,1.413915085
20000.30.001,75,100.507,5.625,104.9590392,1.555227313
20000.30.001,75,100.618,5.75,107.6602462,2.865496196
20000.30.001,75,101.242,5.875,107.685639,2.892888995
20000.30.001,75,101.493,5.99,107.7066438,2.92189375
20000.30.001,75,N/A,6.125,N/A,2.938088723
20000.30.002,15,N/A,3.75,N/A,-0.910182177
20000.30.002,15,N/A,3.875,N/A,-0.391033727
20000.30.002,15,N/A,3.99,N/A,0.110169823
20000.30.002,15,N/A,4.125,N/A,0.618820973
20000.30.002,15,N/A,4.25,N/A,-0.817000766
20000.30.002,15,N/A,4.375,N/A,-0.348580266
20000.30.002,15,N/A,4.5,N/A,0.111883534
20000.30.002,15,N/A,4.625,N/A,0.457012134
20000.30.002,15,N/A,4.75,N/A,-1.083786055
20000.30.002,15,97.384,4.875,102.4006537,-0.711893555
20000.30.002,15,97.498,4.99,102.7044953,-0.410051955
20000.30.002,15,97.624,5.125,102.8649441,-0.272603105
20000.30.002,15,97.752,5.25,102.2343309,-1.501105944
20000.30.002,15,97.870,5.375,102.4767725,-1.269664344
20000.30.002,15,98.135,5.5,102.6433784,-1.089058444
20000.30.002,15,98.247,5.625,101.9774622,-1.756974644
20000.30.002,30,N/A,3.75,N/A,-0.911182177
20000.30.002,30,N/A,3.875,N/A,-0.391033727
20000.30.002,30,N/A,3.99,N/A,0.108169823
20000.30.002,30,N/A,4.125,N/A,0.621820973
20000.30.002,30,N/A,4.25,N/A,-0.824000766
20000.30.002,30,N/A,4.375,N/A,-0.345580266
20000.30.002,30,N/A,4.5,N/A,0.116883534
20000.30.002,30,N/A,4.625,N/A,0.460012134
20000.30.002,30,N/A,4.75,N/A,-1.079786055
20000.30.002,30,97.247,4.875,102.2766537,-0.715893555
20000.30.002,30,97.379,4.99,102.5874953,-0.423051955
20000.30.002,30,97.501,5.125,102.7309441,-0.270603105
20000.30.002,30,97.624,5.25,102.1033309,-1.499105944
20000.30.002,30,97.741,5.375,102.3527725,-1.274664344
20000.30.002,30,98.006,5.5,102.5203784,-1.083058444
20000.30.002,30,98.130,5.625,101.8674622,-1.745974644
20000.30.002,35,N/A,3.75,N/A,-0.907182177
20000.30.002,35,N/A,3.875,N/A,-0.397033727
20000.30.002,35,N/A,3.99,N/A,0.118169823
20000.30.002,35,N/A,4.125,N/A,0.604820973
20000.30.002,35,N/A,4.25,N/A,-0.827000766
20000.30.002,35,N/A,4.375,N/A,-0.337580266
20000.30.002,35,N/A,4.5,N/A,0.111883534
20000.30.002,35,N/A,4.625,N/A,0.458012134
20000.30.002,35,N/A,4.75,N/A,-1.067786055
20000.30.002,35,97.206,4.875,102.2426537,-0.719893555
20000.30.002,35,97.338,4.99,102.5354953,-0.418051955
20000.30.002,35,97.450,5.125,102.6919441,-0.270603105
20000.30.002,35,97.579,5.25,102.0653309,-1.496105944
20000.30.002,35,97.701,5.375,102.3097725,-1.262664344
20000.30.002,35,97.956,5.5,102.4813784,-1.084058444
20000.30.002,35,98.090,5.625,101.8114622,-1.754974644
20000.30.002,40,N/A,3.75,N/A,-0.909182177
20000.30.002,40,N/A,3.875,N/A,-0.400033727
20000.30.002,40,N/A,3.99,N/A,0.126169823
20000.30.002,40,N/A,4.125,N/A,0.617820973
20000.30.002,40,N/A,4.25,N/A,-0.822000766
20000.30.002,40,N/A,4.375,N/A,-0.330580266
20000.30.002,40,N/A,4.5,N/A,0.118883534
20000.30.002,40,N/A,4.625,N/A,0.460012134
20000.30.002,40,N/A,4.75,N/A,-1.077786055
20000.30.002,40,97.165,4.875,102.2076537,-0.706893555
20000.30.002,40,97.287,4.99,102.4884953,-0.411051955
20000.30.002,40,97.415,5.125,102.6449441,-0.258603105
20000.30.002,40,97.549,5.25,102.0273309,-1.497105944
20000.30.002,40,97.666,5.375,102.2567725,-1.271664344
20000.30.002,40,97.923,5.5,102.4423784,-1.090058444
20000.30.002,40,98.046,5.625,101.7814622,-1.739974644
20000.30.002,45,N/A,3.75,N/A,-0.922182177
20000.30.002,45,N/A,3.875,N/A,-0.386033727
20000.30.002,45,N/A,3.99,N/A,0.118169823
20000.30.002,45,N/A,4.125,N/A,0.617820973
20000.30.002,45,N/A,4.25,N/A,-0.818000766
20000.30.002,45,N/A,4.375,N/A,-0.340580266
20000.30.002,45,N/A,4.5,N/A,0.105883534
20000.30.002,45,N/A,4.625,N/A,0.448012134
20000.30.002,45,N/A,4.75,N/A,-1.072786055
20000.30.002,45,97.122,4.875,102.1516537,-0.704893555
20000.30.002,45,97.255,4.99,102.4654953,-0.414051955
20000.30.002,45,97.384,5.125,102.6149441,-0.255603105
20000.30.002,45,97.492,5.25,101.9923309,-1.509105944
20000.30.002,45,97.633,5.375,102.2277725,-1.269664344
20000.30.002,45,97.873,5.5,102.3923784,-1.081058444
20000.30.002,45,98.002,5.625,101.7444622,-1.737974644
20000.30.002,60,N/A,3.75,N/A,-0.909182177
20000.30.002,60,N/A,3.875,N/A,-0.399033727
20000.30.002,60,N/A,3.99,N/A,0.128169823
20000.30.002,60,N/A,4.125,N/A,0.613820973
20000.30.002,60,N/A,4.25,N/A,-0.826000766
20000.30.002,60,N/A,4.375,N/A,-0.347580266
20000.30.002,60,N/A,4.5,N/A,0.106883534
20000.30.002,60,N/A,4.625,N/A,0.460012134
20000.30.002,60,N/A,4.75,N/A,-1.081786055
20000.30.002,60,96.993,4.875,102.0256537,-0.718893555
20000.30.002,60,97.116,4.99,102.3324953,-0.415051955
20000.30.002,60,97.257,5.125,102.4879441,-0.262603105
20000.30.002,60,97.381,5.25,101.8673309,-1.497105944
20000.30.002,60,97.498,5.375,102.0947725,-1.263664344
20000.30.002,60,97.755,5.5,102.2673784,-1.079058444
20000.30.002,60,97.866,5.625,101.6074622,-1.744974644
20000.30.002,75,N/A,3.75,N/A,-0.907182177
20000.30.002,75,N/A,3.875,N/A,-0.388033727
20000.30.002,75,N/A,3.99,N/A,0.112169823
20000.30.002,75,N/A,4.125,N/A,0.617820973
20000.30.002,75,N/A,4.25,N/A,-0.820000766
20000.30.002,75,N/A,4.375,N/A,-0.350580266
20000.30.002,75,N/A,4.5,N/A,0.118883534
20000.30.002,75,N/A,4.625,N/A,0.452012134
20000.30.002,75,N/A,4.75,N/A,-1.076786055
20000.30.002,75,96.871,4.875,101.9086537,-0.719893555
20000.30.002,75,97.004,4.99,102.2174953,-0.408051955
20000.30.002,75,97.133,5.125,102.3649441,-0.264603105
20000.30.002,75,97.259,5.25,101.7353309,-1.504105944
20000.30.002,75,97.369,5.375,101.9737725,-1.258664344
20000.30.002,75,97.619,5.5,102.1433784,-1.085058444
20000.30.002,75,97.746,5.625,101.4924622,-1.753974644
20000.30.004,15,N/A,2.75,N/A,N/A
20000.30.004,15,N/A,2.875,N/A,N/A
20000.30.004,15,N/A,2.99,N/A,0.940294417
20000.30.004,15,N/A,3.125,N/A,1.342910917
20000.30.004,15,96.747,3.25,99.73010494,0.137486667
20000.30.004,15,97.124,3.375,100.1197302,0.538111917
20000.30.004,15,97.756,3.5,100.5225148,0.9438965
20000.30.004,15,97.875,3.625,100.8993461,1.318727792
20000.30.004,15,98.247,3.75,101.2002716,0.157465
20000.30.004,15,98.628,3.875,101.5913222,0.542515625
20000.30.004,15,98.872,3.99,101.9533834,0.900576833
20000.30.004,15,99.128,4.125,102.3109195,1.271112875
20000.30.004,15,99.258,4.25,102.4597109,0.154136667
20000.30.004,15,99.5,4.375,102.8171852,0.511610958
20000.30.004,15,100.25,4.5,103.1504183,0.856844
20000.30.004,15,100.494,4.625,103.4869574,1.161383125
20000.30.004,30,N/A,2.75,N/A,N/A
20000.30.004,30,N/A,2.875,N/A,N/A
20000.30.004,30,N/A,2.99,N/A,0.944294417
20000.30.004,30,N/A,3.125,N/A,1.342910917
20000.30.004,30,96.633,3.25,99.60210494,0.142486667
20000.30.004,30,97,3.375,100.0087302,0.550111917
20000.30.004,30,97.617,3.5,100.3945148,0.9368965
20000.30.004,30,97.754,3.625,100.7823461,1.328727792
20000.30.004,30,98.123,3.75,101.0822716,0.160465
20000.30.004,30,98.509,3.875,101.4513222,0.539515625
20000.30.004,30,98.748,3.99,101.8373834,0.909576833
20000.30.004,30,99.005,4.125,102.2009195,1.266112875
20000.30.004,30,99.135,4.25,102.3347109,0.165136667
20000.30.004,30,99.382,4.375,102.6931852,0.500610958
20000.30.004,30,100.129,4.5,103.0354183,0.838844
20000.30.004,30,100.377,4.625,103.3649574,1.178383125
20000.30.004,35,N/A,2.75,N/A,N/A
20000.30.004,35,N/A,2.875,N/A,N/A
20000.30.004,35,N/A,2.99,N/A,0.949294417
20000.30.004,35,N/A,3.125,N/A,1.348910917
20000.30.004,35,96.593,3.25,99.55710494,0.138486667
20000.30.004,35,96.959,3.375,99.96673019,0.547111917
20000.30.004,35,97.573,3.5,100.3575148,0.9298965
20000.30.004,35,97.710,3.625,100.7383461,1.309727792
20000.30.004,35,98.073,3.75,101.0242716,0.156465
20000.30.004,35,98.462,3.875,101.4203222,0.527515625
20000.30.004,35,98.709,3.99,101.7843834,0.908576833
20000.30.004,35,98.956,4.125,102.1589195,1.266112875
20000.30.004,35,99.090,4.25,102.2967109,0.165136667
20000.30.004,35,99.338,4.375,102.6581852,0.514610958
20000.30.004,35,100.092,4.5,102.9994183,0.839844
20000.30.004,35,100.335,4.625,103.3179574,1.161383125
20000.30.004,40,N/A,2.75,N/A,N/A
20000.30.004,40,N/A,2.875,N/A,N/A
20000.30.004,40,N/A,2.99,N/A,0.941294417
20000.30.004,40,N/A,3.125,N/A,1.336910917
20000.30.004,40,96.531,3.25,99.51110494,0.134486667
20000.30.004,40,96.915,3.375,99.91073019,0.539111917
20000.30.004,40,97.541,3.5,100.3135148,0.9258965
20000.30.004,40,97.667,3.625,100.6893461,1.317727792
20000.30.004,40,98.048,3.75,100.9982716,0.149465
20000.30.004,40,98.415,3.875,101.3653222,0.536515625
20000.30.004,40,98.663,3.99,101.7383834,0.912576833
20000.30.004,40,98.911,4.125,102.1149195,1.265112875
20000.30.004,40,99.046,4.25,102.2547109,0.159136667
20000.30.004,40,99.288,4.375,102.6171852,0.507610958
20000.30.004,40,100.039,4.5,102.9494183,0.842844
20000.30.004,40,100.296,4.625,103.2619574,1.168383125
20000.30.004,45,N/A,2.75,N/A,N/A
20000.30.004,45,N/A,2.875,N/A,N/A
20000.30.004,45,N/A,2.99,N/A,0.934294417
20000.30.004,45,N/A,3.125,N/A,1.337910917
20000.30.004,45,96.497,3.25,99.47810494,0.146486667
20000.30.004,45,96.873,3.375,99.87673019,0.539111917
20000.30.004,45,97.505,3.5,100.2725148,0.9448965
20000.30.004,45,97.615,3.625,100.6603461,1.324727792
20000.30.004,45,98,3.75,100.9422716,0.156465
20000.30.004,45,98.371,3.875,101.3283222,0.541515625
20000.30.004,45,98.621,3.99,101.7153834,0.913576833
20000.30.004,45,98.877,4.125,102.0719195,1.262112875
20000.30.004,45,99.001,4.25,102.2177109,0.148136667
20000.30.004,45,99.248,4.375,102.5591852,0.499610958
20000.30.004,45,100,4.5,102.9124183,0.856844
20000.30.004,45,100.248,4.625,103.2199574,1.164383125
20000.30.004,60,N/A,2.75,N/A,N/A
20000.30.004,60,N/A,2.875,N/A,N/A
20000.30.004,60,N/A,2.99,N/A,0.951294417
20000.30.004,60,N/A,3.125,N/A,1.342910917
20000.30.004,60,96.371,3.25,99.36110494,0.137486667
20000.30.004,60,96.751,3.375,99.75073019,0.540111917
20000.30.004,60,97.378,3.5,100.1535148,0.9268965
20000.30.004,60,97.51,3.625,100.5273461,1.327727792
20000.30.004,60,97.865,3.75,100.8232716,0.147465
20000.30.004,60,98.242,3.875,101.1983222,0.532515625
20000.30.004,60,98.505,3.99,101.5863834,0.912576833
20000.30.004,60,98.757,4.125,101.9459195,1.265112875
20000.30.004,60,98.872,4.25,102.0867109,0.163136667
20000.30.004,60,99.120,4.375,102.4461852,0.505610958
20000.30.004,60,99.874,4.5,102.7914183,0.853844
20000.30.004,60,100.135,4.625,103.0949574,1.178383125
20000.30.004,75,N/A,2.75,N/A,N/A
20000.30.004,75,N/A,2.875,N/A,N/A
20000.30.004,75,N/A,2.99,N/A,0.951294417
20000.30.004,75,N/A,3.125,N/A,1.345910917
20000.30.004,75,96.248,3.25,99.22010494,0.130486667
20000.30.004,75,96.622,3.375,99.62873019,0.545111917
20000.30.004,75,97.259,3.5,100.0235148,0.9258965
20000.30.004,75,97.377,3.625,100.4083461,1.326727792
20000.30.004,75,97.746,3.75,100.7032716,0.151465
20000.30.004,75,98.116,3.875,101.0843222,0.534515625
20000.30.004,75,98.368,3.99,101.4483834,0.901576833
20000.30.004,75,98.635,4.125,101.8189195,1.268112875
20000.30.004,75,98.741,4.25,101.9707109,0.155136667
20000.30.004,75,98.995,4.375,102.3081852,0.498610958
20000.30.004,75,99.749,4.5,102.6544183,0.840844
20000.30.004,75,100,4.625,102.9829574,1.179383125
20001.15.001,15,N/A,2.75,N/A,N/A
20001.15.001,15,N/A,2.875,N/A,N/A
20001.15.001,15,N/A,2.99,N/A,1.212875113
20001.15.001,15,N/A,3.125,N/A,1.621979238
20001.15.001,15,95.371,3.25,99.80374236,0.131859457
20001.15.001,15,95.621,3.375,100.2913005,0.615417599
20001.15.001,15,96.120,3.5,100.7561883,1.094305412
20001.15.001,15,96.74,3.625,101.209183,1.541300112
20001.15.001,15,97.756,3.75,101.6580303,0.122686218
20001.15.001,15,98.129,3.875,102.1142911,0.565947018
20001.15.001,15,98.499,3.99,102.5423256,1.006981538
20001.15.001,15,99.495,4.125,102.9584999,1.409155788
20001.15.001,15,99.628,4.25,102.6441757,0.08108411
20001.15.001,15,99.743,4.375,103.0475802,0.502488625
20001.15.001,15,100.254,4.5,103.4514295,0.897337945
20001.15.001,15,100.373,4.625,103.7940945,1.23400293
20001.15.001,30,N/A,2.75,N/A,N/A
20001.15.001,30,N/A,2.875,N/A,N/A
20001.15.001,30,N/A,2.99,N/A,1.202875113
20001.15.001,30,N/A,3.125,N/A,1.624979238
20001.15.001,30,95.247,3.25,99.68474236,0.137859457
20001.15.001,30,95.503,3.375,100.1543005,0.625417599
20001.15.001,30,96.006,3.5,100.6311883,1.082305412
20001.15.001,30,96.628,3.625,101.087183,1.544300112
20001.15.001,30,97.625,3.75,101.5320303,0.120686218
20001.15.001,30,97.991,3.875,101.9942911,0.561947018
20001.15.001,30,98.380,3.99,102.4243256,1.005981538
20001.15.001,30,99.372,4.125,102.8234999,1.408155788
20001.15.001,30,99.502,4.25,102.5141757,0.08708411
20001.15.001,30,99.634,4.375,102.9345802,0.497488625
20001.15.001,30,100.117,4.5,103.3214295,0.891337945
20001.15.001,30,100.259,4.625,103.6830945,1.25000293
20001.15.001,35,N/A,2.75,N/A,N/A
20001.15.001,35,N/A,2.875,N/A,N/A
20001.15.001,35,N/A,2.99,N/A,1.204875113
20001.15.001,35,N/A,3.125,N/A,1.607979238
20001.15.001,35,95.198,3.25,99.64874236,0.138859457
20001.15.001,35,95.467,3.375,100.1113005,0.618417599
20001.15.001,35,95.953,3.5,100.5831883,1.079305412
20001.15.001,35,96.579,3.625,101.034183,1.546300112
20001.15.001,35,97.581,3.75,101.4870303,0.117686218
20001.15.001,35,97.954,3.875,101.9352911,0.580947018
20001.15.001,35,98.333,3.99,102.3673256,0.993981538
20001.15.001,35,99.324,4.125,102.7844999,1.423155788
20001.15.001,35,99.448,4.25,102.4861757,0.09108411
20001.15.001,35,99.580,4.375,102.8805802,0.502488625
20001.15.001,35,100.082,4.5,103.2824295,0.896337945
20001.15.001,35,100.217,4.625,103.6220945,1.25000293
20001.15.001,40,N/A,2.75,N/A,N/A
20001.15.001,40,N/A,2.875,N/A,N/A
20001.15.001,40,N/A,2.99,N/A,1.209875113
20001.15.001,40,N/A,3.125,N/A,1.622979238
20001.15.001,40,95.159,3.25,99.60274236,0.148859457
20001.15.001,40,95.409,3.375,100.0663005,0.611417599
20001.15.001,40,95.918,3.5,100.5511883,1.097305412
20001.15.001,40,96.549,3.625,100.989183,1.535300112
20001.15.001,40,97.546,3.75,101.4610303,0.116686218
20001.15.001,40,97.907,3.875,101.9102911,0.579947018
20001.15.001,40,98.293,3.99,102.3333256,1.011981538
20001.15.001,40,99.287,4.125,102.7534999,1.424155788
20001.15.001,40,99.412,4.25,102.4371757,0.09808411
20001.15.001,40,99.544,4.375,102.8565802,0.499488625
20001.15.001,40,100.034,4.5,103.2374295,0.896337945
20001.15.001,40,100.165,4.625,103.5960945,1.24800293
20001.15.001,45,N/A,2.75,N/A,N/A
20001.15.001,45,N/A,2.875,N/A,N/A
20001.15.001,45,N/A,2.99,N/A,1.205875113
20001.15.001,45,N/A,3.125,N/A,1.625979238
20001.15.001,45,95.135,3.25,99.55174236,0.136859457
20001.15.001,45,95.366,3.375,100.0433005,0.623417599
20001.15.001,45,95.868,3.5,100.5091883,1.094305412
20001.15.001,45,96.499,3.625,100.952183,1.545300112
20001.15.001,45,97.51,3.75,101.4010303,0.114686218
20001.15.001,45,97.885,3.875,101.8662911,0.578947018
20001.15.001,45,98.259,3.99,102.3013256,1.009981538
20001.15.001,45,99.251,4.125,102.6984999,1.425155788
20001.15.001,45,99.385,4.25,102.3951757,0.09508411
20001.15.001,45,99.504,4.375,102.8045802,0.496488625
20001.15.001,45,100,4.5,103.1894295,0.891337945
20001.15.001,45,100.130,4.625,103.5400945,1.25400293
20001.15.001,60,N/A,2.75,N/A,N/A
20001.15.001,60,N/A,2.875,N/A,N/A
20001.15.001,60,N/A,2.99,N/A,1.205875113
20001.15.001,60,N/A,3.125,N/A,1.612979238
20001.15.001,60,95.007,3.25,99.42774236,0.136859457
20001.15.001,60,95.255,3.375,99.9083005,0.624417599
20001.15.001,60,95.748,3.5,100.3701883,1.082305412
20001.15.001,60,96.375,3.625,100.820183,1.537300112
20001.15.001,60,97.382,3.75,101.2870303,0.129686218
20001.15.001,60,97.756,3.875,101.7312911,0.561947018
20001.15.001,60,98.124,3.99,102.1583256,0.998981538
20001.15.001,60,99.117,4.125,102.5774999,1.425155788
20001.15.001,60,99.25,4.25,102.2681757,0.09008411
20001.15.001,60,99.370,4.375,102.6885802,0.510488625
20001.15.001,60,99.883,4.5,103.0624295,0.898337945
20001.15.001,60,100,4.625,103.4280945,1.25400293
20001.15.001,75,N/A,2.75,N/A,N/A
20001.15.001,75,N/A,2.875,N/A,N/A
20001.15.001,75,N/A,2.99,N/A,1.209875113
20001.15.001,75,N/A,3.125,N/A,1.621979238
20001.15.001,75,94.869,3.25,99.30374236,0.148859457
20001.15.001,75,95.131,3.375,99.7893005,0.625417599
20001.15.001,75,95.615,3.5,100.2541883,1.083305412
20001.15.001,75,96.253,3.625,100.708183,1.536300112
20001.15.001,75,97.256,3.75,101.1570303,0.111686218
20001.15.001,75,97.625,3.875,101.6032911,0.580947018
20001.15.001,75,98.005,3.99,102.0513256,0.998981538
20001.15.001,75,98.995,4.125,102.4444999,1.410155788
20001.15.001,75,99.118,4.25,102.1421757,0.08508411
20001.15.001,75,99.253,4.375,102.5655802,0.500488625
20001.15.001,75,99.743,4.5,102.9474295,0.888337945
20001.15.001,75,99.867,4.625,103.2910945,1.24700293
20001.20.001,15,97.628,4.25,103.0917662,1.198901159
20001.20.001,15,98.247,4.375,103.6463587,1.746493631
20001.20.001,15,98.994,4.5,104.181172,2.28330699
20001.20.001,15,99.259,4.625,104.6099441,2.723079039
20001.20.001,15,99.382,4.75,104.3917894,1.117117145
20001.20.001,15,100,4.875,104.8472231,1.563550832
20001.20.001,15,100.251,4.99,105.3111438,2.049471563
20001.20.001,15,100.497,5.125,105.6919166,2.417244319
20001.20.001,15,100.622,5.25,104.9462999,1.049488047
20001.20.001,15,100.754,5.375,105.1339749,1.233163047
20001.20.001,15,100.867,5.5,105.308727,1.408915085
20001.20.001,15,100.994,5.625,105.4520392,1.568227313
20001.20.001,15,101.133,5.75,108.1512462,2.861496196
20001.20.001,15,101.751,5.875,108.171639,2.882888995
20001.20.001,15,101.995,5.99,108.2036438,2.91089375
20001.20.001,15,N/A,6.125,N/A,2.936088723
20001.20.001,30,97.504,4.25,102.9767662,1.193901159
20001.20.001,30,98.133,4.375,103.5223587,1.747493631
20001.20.001,30,98.882,4.5,104.055172,2.26930699
20001.20.001,30,99.121,4.625,104.4839441,2.725079039
20001.20.001,30,99.244,4.75,104.2727894,1.104117145
20001.20.001,30,99.878,4.875,104.7162231,1.564550832
20001.20.001,30,100.129,4.99,105.1791438,2.037471563
20001.20.001,30,100.372,5.125,105.5639166,2.419244319
20001.20.001,30,100.505,5.25,104.8172999,1.060488047
20001.20.001,30,100.635,5.375,104.9989749,1.243163047
20001.20.001,30,100.742,5.5,105.169727,1.402915085
20001.20.001,30,100.866,5.625,105.3360392,1.562227313
20001.20.001,30,100.997,5.75,108.0362462,2.854496196
20001.20.001,30,101.630,5.875,108.047639,2.901888995
20001.20.001,30,101.867,5.99,108.0716438,2.92489375
20001.20.001,30,N/A,6.125,N/A,2.934088723
20001.20.001,35,97.452,4.25,102.9267662,1.198901159
20001.20.001,35,98.081,4.375,103.4833587,1.760493631
20001.20.001,35,98.837,4.5,104.001172,2.28530699
20001.20.001,35,99.079,4.625,104.4479441,2.723079039
20001.20.001,35,99.200,4.75,104.2157894,1.113117145
20001.20.001,35,99.841,4.875,104.6752231,1.561550832
20001.20.001,35,100.077,4.99,105.1531438,2.035471563
20001.20.001,35,100.325,5.125,105.5149166,2.413244319
20001.20.001,35,100.454,5.25,104.7802999,1.047488047
20001.20.001,35,100.593,5.375,104.9699749,1.233163047
20001.20.001,35,100.703,5.5,105.130727,1.412915085
20001.20.001,35,100.835,5.625,105.2780392,1.560227313
20001.20.001,35,100.957,5.75,107.9952462,2.861496196
20001.20.001,35,101.575,5.875,108.015639,2.886888995
20001.20.001,35,101.827,5.99,108.0376438,2.91189375
20001.20.001,35,N/A,6.125,N/A,2.946088723
20001.20.001,40,97.422,4.25,102.8937662,1.192901159
20001.20.001,40,98.035,4.375,103.4383587,1.759493631
20001.20.001,40,98.799,4.5,103.958172,2.28530699
20001.20.001,40,99.032,4.625,104.4049441,2.712079039
20001.20.001,40,99.158,4.75,104.1707894,1.118117145
20001.20.001,40,99.795,4.875,104.6292231,1.565550832
20001.20.001,40,100.031,4.99,105.1131438,2.043471563
20001.20.001,40,100.292,5.125,105.4729166,2.424244319
20001.20.001,40,100.415,5.25,104.7392999,1.059488047
20001.20.001,40,100.532,5.375,104.9129749,1.224163047
20001.20.001,40,100.675,5.5,105.094727,1.397915085
20001.20.001,40,100.792,5.625,105.2510392,1.558227313
20001.20.001,40,100.920,5.75,107.9492462,2.854496196
20001.20.001,40,101.538,5.875,107.973639,2.898888995
20001.20.001,40,101.795,5.99,108.0066438,2.91089375
20001.20.001,40,N/A,6.125,N/A,2.938088723
20001.20.001,45,97.381,4.25,102.8407662,1.196901159
20001.20.001,45,98.007,4.375,103.4083587,1.758493631
20001.20.001,45,98.748,4.5,103.922172,2.26830699
20001.20.001,45,98.995,4.625,104.3729441,2.717079039
20001.20.001,45,99.130,4.75,104.1477894,1.105117145
20001.20.001,45,99.757,4.875,104.6012231,1.575550832
20001.20.001,45,100,4.99,105.0571438,2.040471563
20001.20.001,45,100.258,5.125,105.4409166,2.411244319
20001.20.001,45,100.370,5.25,104.6872999,1.052488047
20001.20.001,45,100.496,5.375,104.8819749,1.230163047
20001.20.001,45,100.634,5.5,105.057727,1.398915085
20001.20.001,45,100.755,5.625,105.1970392,1.565227313
20001.20.001,45,100.877,5.75,107.9052462,2.861496196
20001.20.001,45,101.492,5.875,107.922639,2.888888995
20001.20.001,45,101.757,5.99,107.9546438,2.91689375
20001.20.001,45,N/A,6.125,N/A,2.946088723
